Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Al-2.5Fe,LPBF,laser powder bed fusion,102,800,,30,100,100,38,,,,,0.128,42.5,,900,160,,,,,,0.03,97.2,,,,,,,,,,,,2.55,,,,Laser powder bed fusion of a near-eutectic Al-Fe binary alloy: Processing and microstructure,
Al-2.5Fe,LPBF,laser powder bed fusion,102,1000,,30,100,100,32,,,,,0.102,34.0,,900,160,,,,,,0.03,97.2,,,,,,,,,,,,2.55,,,,Laser powder bed fusion of a near-eutectic Al-Fe binary alloy: Processing and microstructure,
Al-2.5Fe,LPBF,laser powder bed fusion,102,1200,,30,100,100,28,,,,,0.085,28.3,,900,160,,,,,,0.03,97.2,,,,,,,,,,,,2.55,,,,Laser powder bed fusion of a near-eutectic Al-Fe binary alloy: Processing and microstructure,
Al-2.5Fe,LPBF,laser powder bed fusion,102,1400,,30,100,100,25,,,,,0.073,24.3,,900,160,,,,,,0.03,97.2,,,,,,,,,,,,2.55,,,,Laser powder bed fusion of a near-eutectic Al-Fe binary alloy: Processing and microstructure,
Hastelloy X,LPBF,single track,150,800,,20,100,,45,105,,0.43,,0.188,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,150,1000,,20,100,,26,88,,0.3,,0.15,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,150,1200,,20,100,,18,82,,0.22,,0.125,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,150,1300,,20,100,,15,78,,0.19,,0.115,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,200,800,,20,100,,72,127,,0.57,,0.25,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,200,1000,,20,100,,50,112,,0.45,,0.2,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,200,1200,,20,100,,40,100,,0.4,,0.167,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,200,1300,,20,100,,34,90,,0.38,,0.154,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,250,800,,20,100,,95,140,,0.68,,0.313,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,250,1000,,20,100,,82,129,,0.64,,0.25,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,250,1200,,20,100,,60,115,,0.52,,0.208,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Hastelloy X,LPBF,single track,250,1300,,20,100,,50,105,,0.48,,0.192,,8220,,,1533,0.3,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,Balance,21.75,18.5,1.0,9.0,31,Heat source model calibration for thermal analysis of laser powder-bed fusion,
Inconel 718,SLM,laser powder bed fusion,100,200,,40,,,87,184,,0.47,,0.5,312.5,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,150,200,,40,,,115,231,,0.5,,0.75,468.75,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,200,200,,40,,,134,290,,0.46,,1.0,625.0,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,300,200,,40,,,165,370,,0.45,,1.5,937.5,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,150,700,,40,,,42,124,,0.34,,0.214,133.93,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,200,700,,40,,,60,132,,0.45,,0.286,178.57,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,300,700,,40,,,93,194,,0.48,,0.429,267.86,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,150,1200,,40,,,10.5,113,,0.09,,0.125,78.13,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,200,1200,,40,,,41,118,,0.35,,0.167,104.17,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,300,1200,,40,,,66,146,,0.45,,0.25,156.25,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,300,2200,,40,,,37,116,,0.32,,0.136,85.23,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Inconel 718,SLM,laser powder bed fusion,300,2500,,40,,,19,112,,0.17,,0.12,75.0,8190,435,,1443,0.48,,,,,,,,,,,,,,,52.5,19,18,,,33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties,
Ti-6Al-4V,LPBF,laser melting,156,0,,,140,,,,,,,,,,,,,,,,,,6,,,,,4,,,,,,,,,,34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,LPBF,laser melting,52,,,,95,,,,,,,,,,,,,,,,,,6,,,,,4,,,,,,,,,,34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
SS316,DED-AM,Directed Energy Deposition,200,1.67,,,,,,,,,,119.76,,8000,490,13,1644,,,,,,,,,,,,,,,,,,,,,35,Melt pool morphology in directed energy deposition additive manufacturing process,10.1088/1757-899X/861/1/012012
Pure Cu,LPBF,Laser Powder Bed Fusion,400,25,,100,45,,,,,,,16.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,400,50,,100,45,,,,,,,8.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,400,100,,100,45,,,,,,,4.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,400,200,,100,45,,,,,,,2.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,400,500,,100,45,,,,,,,0.8,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,400,1000,,100,45,,,,,,,0.4,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,25,,100,45,,,,,,,18.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,50,,100,45,,,,,,,9.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,100,,100,45,,,,,,,4.5,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,200,,100,45,,,,,,,2.25,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,500,,100,45,,,,,,,0.9,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,450,1000,,100,45,,,,,,,0.45,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,25,,100,45,,,,,,,20.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,50,,100,45,,,,,,,10.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,100,,100,45,,,,,,,5.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,200,,100,45,,,,,,,2.5,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,500,,100,45,,,,,,,1.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,500,1000,,100,45,,,,,,,0.5,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,25,,100,45,,,,,,,21.6,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,50,,100,45,,,,,,,10.8,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,100,,100,45,,400,,,,,5.4,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,200,,100,45,,400,,,,,2.7,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,300,,100,45,,400,,,,,1.8,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,400,,100,45,,400,,,,,1.35,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,500,,100,45,,400,,,,,1.08,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu,LPBF,Laser Powder Bed Fusion,540,1000,,100,45,,,,,,,0.54,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
IN718; MS1 (maraging steel),LPBF,single scan track,200,100,,40,74,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,250,,40,74,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,500,,40,74,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,1000,,40,74,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,100,,40,74,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,250,,40,74,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,500,,40,74,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,1000,,40,74,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,1500,,40,74,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,100,,40,74,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,150,,40,74,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,250,,40,74,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,100,,40,78,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,250,,40,78,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,500,,40,78,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,1000,,40,78,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,100,,40,78,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,250,,40,78,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,500,,40,78,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,1000,,40,78,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,1500,,40,78,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,100,,40,78,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,150,,40,78,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,250,,40,78,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,170,,40,80,,,,,,,1.176,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,250,,40,80,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,385,,40,80,,,,,,,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,200,750,,40,80,,,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,270,,40,80,,,,,,,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,500,,40,80,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,600,,40,80,,,,,,,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,750,,40,80,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,250,1200,,40,80,,,,,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,550,,40,80,,,,,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,730,,40,80,,,,,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718; MS1 (maraging steel),LPBF,single scan track,300,1100,,40,80,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 (Inconel 718),L-PBF,Laser Powder Bed Fusion,285,960,,,84,,,,,,,0.297,,,,,,0.35,,,,,,,,,,,,,,5.13,55.18,19.0,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,10.1007/s00501-020-00965-4
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,200,,50,,85,130,140,,0.93,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,400,,50,,85,80,110,,0.73,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,600,,50,,85,60,95,,0.63,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,800,,50,,85,50,85,,0.59,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,120,,50,,85,200,175,,1.14,,1.667,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,160,120,,50,,85,150,150,,1.0,,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,120,120,,50,,85,110,130,,0.85,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,80,120,,50,,85,65,100,,0.65,,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,40,120,,50,,85,30,70,,0.43,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,175,800,,50,,85,,,,,,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,100,10,,50,,85,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,150,10,,50,,85,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,175,10,,50,,85,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L Stainless Steel,Laser Powder Bed Fusion,LPBF,200,10,,50,,85,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,39,Frequency domain measurements of melt pool recoil force using modal analysis,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),1000,6.67,25,,,,300,1500,,0.2,,0.15,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
