Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,Other ratios,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,1000,,40,78,,,,,,,dimensionless_depth_d_star=8.1,0.25,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,1500,,40,78,,,,,,,dimensionless_depth_d_star=6.6,0.167,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,100,,40,78,,,,,,,dimensionless_depth_d_star=30.9,3,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,150,,40,78,,,,,,,dimensionless_depth_d_star=25.2,2,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,250,,40,78,,,,,,,dimensionless_depth_d_star=19.5,1.2,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,200,170,,40,80,,,,,,,dimensionless_depth_d_star=11.9,1.176,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,200,250,,40,80,,,,,,,dimensionless_depth_d_star=9.8,0.8,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,200,385,,40,80,,,,,,,dimensionless_depth_d_star=7.9,0.519,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,200,750,,40,80,,,,,,,dimensionless_depth_d_star=5.7,0.267,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,270,,40,80,,,,,,,dimensionless_depth_d_star=11.8,0.926,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,500,,40,80,,,,,,,dimensionless_depth_d_star=8.7,0.5,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,600,,40,80,,,,,,,dimensionless_depth_d_star=7.9,0.417,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,750,,40,80,,,,,,,dimensionless_depth_d_star=7.1,0.333,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,250,1200,,40,80,,,,,,,dimensionless_depth_d_star=5.6,0.208,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,550,,40,80,,,,,,,dimensionless_depth_d_star=10,0.545,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,730,,40,80,,,,,,,dimensionless_depth_d_star=8.6,0.411,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (LPBF),Single scan line experiments,300,1100,,40,80,,,,,,,dimensionless_depth_d_star=7,0.273,,8260,,26.8,1528,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,L-PBF,Laser Powder Bed Fusion,150,600,,,84,,48,,,,,,0.25,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,175,960,,,84,,70,,,,,,0.182,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,250,700,,,84,,62,,,,,,0.357,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,250,1100,,,84,,92,,,,,,0.227,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,285,960,,,84,,130,,,,,solidification_gradient_K_per_mm=46000; cooling_rate_K_per_s=100000000,0.297,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,285,600,,,84,,118,,,,,,0.475,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,350,900,,,84,,150,,,,,,0.389,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,350,1100,,,84,,190,,,,,,0.318,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,350,600,,,84,,215,,,,,,0.583,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
IN718,L-PBF,Laser Powder Bed Fusion,,40,,,,,,,,,,thermal_gradient_K_per_mm=10000; growth_velocity_mm_per_s=40,,,,,,,0.35,,,,,,,,,,,,,,5.13,,19,17.64,,3.05,38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,https://doi.org/10.1007/s00501-020-00965-4
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,40,10,,0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,60,10,,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,10,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,120,10,,0,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,140,10,,0,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,160,10,,0,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,180,10,,0,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,125,,50,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,250,,50,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,375,,50,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,200,200,,50,,,1100,750,,1.47,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,150,200,,50,,,800,600,,1.33,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,200,,50,,,400,400,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,200,667,,0,,,300,500,,0.6,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,150,667,,0,,,200,400,,0.5,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
304L stainless steel,Laser Powder Bed Fusion (LPBF),Modal analysis for recoil force measurement,100,667,,0,,,100,300,,0.33,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,10.1038/s41598-021-89606-7
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,1000,6.67,25,,,,360,3600,,0.1,,coating_height_um=530; overall_height_um=890,150,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,1500,6.67,25,,,,440,4300,,0.102,,coating_height_um=640; overall_height_um=1080,225,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,2000,6.67,25,,,,470,4650,,0.101,,coating_height_um=660; overall_height_um=1130,300,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,2500,6.67,25,,,,610,5450,,0.112,,coating_height_um=750; overall_height_um=1360,375,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,3000,6.67,25,,,,620,6050,,0.102,,coating_height_um=830; overall_height_um=1450,450,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,2000,6.67,25,,,,,,,,,coating_height_mm=1.5; overlap_ratio=0.5,300,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
K403 nickel-based superalloy,Laser Melting Deposition (LMD),coating deposition,2000,6.67,25,,,,,,,,,coating_height_mm=3.6; overlap_ratio=0.5,300,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,,11.32,,,4.24,file4,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,10.1016/j.jallcom.2019.07.137
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),169,875,,20,100,100,,,,,,relative_density_percent=96; energy_density_J_per_mm3=96.57,,96.57,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),195,875,,20,100,100,,,,,,relative_density_percent=98.7; energy_density_J_per_mm3=111.43,,111.43,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,875,,20,100,90,,,,,,relative_density_percent=97.4; energy_density_J_per_mm3=115.56,,115.56,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,725,,20,100,110,,,,,,relative_density_percent=96.17; energy_density_J_per_mm3=114.11,,114.11,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),195,800,,20,100,110,,,,,,relative_density_percent=98.52; energy_density_J_per_mm3=110.8,,110.8,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,725,,20,100,90,,,,,,relative_density_percent=97.29; energy_density_J_per_mm3=139.46,,139.46,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,800,,20,100,100,,,,,,relative_density_percent=98.21; energy_density_J_per_mm3=113.75,,113.75,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,800,,20,100,100,,,,,,relative_density_percent=98.19; energy_density_J_per_mm3=113.75,,113.75,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),195,725,,20,100,100,,,,,,relative_density_percent=97.74; energy_density_J_per_mm3=134.48,,134.48,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,800,,20,100,100,,,,,,relative_density_percent=98.3; energy_density_J_per_mm3=113.75,,113.75,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),182,875,,20,100,110,,,,,,relative_density_percent=96.75; energy_density_J_per_mm3=94.55,,94.55,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),169,725,,20,100,100,,,,,,relative_density_percent=96.52; energy_density_J_per_mm3=116.55,,116.55,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),169,800,,20,100,90,,,,,,relative_density_percent=97.91; energy_density_J_per_mm3=117.36,,117.36,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),169,800,,20,100,110,,,,,,relative_density_percent=96.78; energy_density_J_per_mm3=96.02,,96.02,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),195,800,,20,100,90,,,,,,relative_density_percent=99.23; energy_density_J_per_mm3=135.42,,135.42,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (SLM),195,800,,20,100,100,,,,,,relative_density_percent=98.86; energy_density_J_per_mm3=121.88,,121.88,8440,,,1623,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,file5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,10.1016/j.ijmachtools.2016.09.005
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,92,,,,,5.7,D/t=1; W/h=1,0.057,15.6,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,61,,,,,5.7,D/t=1; W/h=1.5,0.057,23.3,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,52,,,,,5.7,D/t=1; W/h=1.76,0.057,27.4,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,46,,,,,5.7,D/t=1; W/h=2,0.057,31.1,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,37,,,,,5.7,D/t=1; W/h=2.5,0.057,38.9,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,160,2800,,40,100,31,,,,,5.7,D/t=1; W/h=3,0.057,46.7,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,225,1940,,40,100,265,,,,,5.7,D/t=1.5; W/h=0.5,0.116,10.9,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,225,1940,,40,100,133,,,,,5.7,D/t=1.5; W/h=1,0.116,21.9,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,225,1940,,40,100,88,,,,,5.7,D/t=1.5; W/h=1.5,0.116,32.8,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),Density optimization using melt pool modeling and design of experiment,225,1940,,40,100,75,,,,,5.7,D/t=1.5; W/h=1.76,0.116,38.5,8440,670,25.2,1623,,,,,,,,,,,,,,,3.15,58,20,5,,8,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,10.3390/ma12040635
