Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,L_over_D,H_over_W,vaporization_ratio_eta,build_to_powder_ratio_percent,normalized_enthalpy_deltaH_over_hs,conduction_to_keyhole_transition_normalized_enthalpy_deltaH_over_hs,meltpool_aspect_ratio_width_to_depth,D_over_t,L_over_W,W_over_h,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Nickel alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),EOS M270 Direct Metal Laser Sintering (DMLS); stripe scan strategy with scan strategy rotation (SSR) of 90° and ~67° between layers,195.0,800.0,,0.02,0.1,0.09,39.0,103.0,,0.3786407766990291,,,,,,,,,,,,0.24375,135.41666666666669,8440.0,,,,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),EOS M270 Direct Metal Laser Sintering (DMLS); stripe scan strategy with scan strategy rotation (SSR) of 90° and ~67° between layers,195.0,800.0,,0.02,0.1,0.1,50.0,155.0,,0.3225806451612903,,,,,,,,,,,,0.24375,121.875,8440.0,,,,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),EOS M270 Direct Metal Laser Sintering (DMLS); stripe scan strategy with scan strategy rotation (SSR) of 90° and ~67° between layers,195.0,800.0,,0.02,0.1,0.1,41.0,112.0,,0.36607142857142855,,,,,,,,,,,,0.24375,121.875,8440.0,,,,,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",270.0,1000.0,,0.04,0.1,,89.0,173.0,806.0,0.5144508670520231,4.658959537572255,,,,,,,,2.2,4.7,,0.27,,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.092,40.0,92.0,524.4,0.43478260869565216,5.7,,,,,,,,1.0,5.7,1.0,0.05714285714285714,15.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.061,40.0,91.5,521.5500000000001,0.4371584699453552,5.7,,,,,,,,1.0,5.7,1.5,0.05714285714285714,23.3,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.052,40.0,91.52,521.664,0.4370629370629371,5.7,,,,,,,,1.0,5.7,1.76,0.05714285714285714,27.4,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.046,40.0,92.0,524.4,0.43478260869565216,5.7,,,,,,,,1.0,5.7,2.0,0.05714285714285714,31.1,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.037,40.0,92.5,527.25,0.43243243243243246,5.7,,,,,,,,1.0,5.7,2.5,0.05714285714285714,38.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",160.0,2800.0,,0.04,0.1,0.031,40.0,93.0,530.1,0.43010752688172044,5.7,,,,,,,,1.0,5.7,3.0,0.05714285714285714,46.7,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.265,60.0,132.5,755.25,0.4528301886792453,5.7,,,,,,,,1.5,5.7,0.5,0.11597938144329897,10.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.133,60.0,133.0,758.1,0.45112781954887216,5.7,,,,,,,,1.5,5.7,1.0,0.11597938144329897,21.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.088,60.0,132.0,752.4,0.45454545454545453,5.7,,,,,,,,1.5,5.7,1.5,0.11597938144329897,32.8,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.075,60.0,132.0,752.4,0.45454545454545453,5.7,,,,,,,,1.5,5.7,1.76,0.11597938144329897,38.5,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.066,60.0,132.0,752.4,0.45454545454545453,5.7,,,,,,,,1.5,5.7,2.0,0.11597938144329897,43.7,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.053,60.0,132.5,755.25,0.4528301886792453,5.7,,,,,,,,1.5,5.7,2.5,0.11597938144329897,54.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",225.0,1940.0,,0.04,0.1,0.044,60.0,132.0,752.4,0.45454545454545453,5.7,,,,,,,,1.5,5.7,3.0,0.11597938144329897,65.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.347,80.0,173.5,936.9000000000001,0.4610951008645533,5.4,,,,,,,,2.0,5.4,0.5,0.20833333333333334,15.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.173,80.0,173.0,934.2,0.4624277456647399,5.4,,,,,,,,2.0,5.4,1.0,0.20833333333333334,30.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.116,80.0,174.0,939.6,0.45977011494252873,5.4,,,,,,,,2.0,5.4,1.5,0.20833333333333334,45.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.099,80.0,174.24,940.8960000000001,0.4591368227731864,5.4,,,,,,,,2.0,5.4,1.76,0.20833333333333334,52.8,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.087,80.0,174.0,939.6,0.45977011494252873,5.4,,,,,,,,2.0,5.4,2.0,0.20833333333333334,60.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.069,80.0,172.5,931.5000000000001,0.463768115942029,5.4,,,,,,,,2.0,5.4,2.5,0.20833333333333334,75.1,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1680.0,,0.04,0.1,0.058,80.0,174.0,939.6,0.45977011494252873,5.4,,,,,,,,2.0,5.4,3.0,0.20833333333333334,90.1,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.388,98.0,194.0,970.0,0.5051546391752577,5.0,,,,,,,,2.45,5.0,0.5,0.2966101694915254,19.1,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.194,98.0,194.0,970.0,0.5051546391752577,5.0,,,,,,,,2.45,5.0,1.0,0.2966101694915254,38.2,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.129,98.0,193.5,967.5,0.5064599483204134,5.0,,,,,,,,2.45,5.0,1.5,0.2966101694915254,57.4,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.11,98.0,193.6,968.0,0.506198347107438,5.0,,,,,,,,2.45,5.0,1.76,0.2966101694915254,67.3,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.097,98.0,194.0,970.0,0.5051546391752577,5.0,,,,,,,,2.45,5.0,2.0,0.2966101694915254,76.5,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.078,98.0,195.0,975.0,0.5025641025641026,5.0,,,,,,,,2.45,5.0,2.5,0.2966101694915254,95.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,1180.0,,0.04,0.1,0.065,98.0,195.0,975.0,0.5025641025641026,5.0,,,,,,,,2.45,5.0,3.0,0.2966101694915254,114.7,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.429,100.0,214.5,965.25,0.4662004662004662,4.5,,,,,,,,2.5,4.5,0.5,0.32547169811320753,19.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.214,100.0,214.0,963.0,0.4672897196261682,4.5,,,,,,,,2.5,4.5,1.0,0.32547169811320753,38.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.143,100.0,214.5,965.25,0.4662004662004662,4.5,,,,,,,,2.5,4.5,1.5,0.32547169811320753,57.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.122,100.0,214.72,966.24,0.46572280178837555,4.5,,,,,,,,2.5,4.5,1.76,0.32547169811320753,66.8,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.107,100.0,214.0,963.0,0.4672897196261682,4.5,,,,,,,,2.5,4.5,2.0,0.32547169811320753,75.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.086,100.0,215.0,967.5,0.46511627906976744,4.5,,,,,,,,2.5,4.5,2.5,0.32547169811320753,94.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",345.0,1060.0,,0.04,0.1,0.071,100.0,213.0,958.5,0.4694835680751174,4.5,,,,,,,,2.5,4.5,3.0,0.32547169811320753,113.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.469,120.0,234.5,914.55,0.511727078891258,3.9,,,,,,,,3.0,3.9,0.5,0.4375,23.3,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.235,120.0,235.0,916.5,0.5106382978723404,3.9,,,,,,,,3.0,3.9,1.0,0.4375,46.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.156,120.0,234.0,912.6,0.5128205128205128,3.9,,,,,,,,3.0,3.9,1.5,0.4375,69.9,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.133,120.0,234.08,912.912,0.5126452494873547,3.9,,,,,,,,3.0,3.9,1.76,0.4375,82.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.117,120.0,234.0,912.6,0.5128205128205128,3.9,,,,,,,,3.0,3.9,2.0,0.4375,93.2,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",350.0,800.0,,0.04,0.1,0.094,120.0,235.0,916.5,0.5106382978723404,3.9,,,,,,,,3.0,3.9,2.5,0.4375,116.5,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
