Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,50,,100,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,100,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,150,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,3.3333,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,200,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,250,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,300,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.6667,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,350,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.4286,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,400,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,450,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.1111,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,500,,100,45,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports over 100 um deep depressions at 500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder_on_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,100,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,200,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,300,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.6667,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,400,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,500,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,600,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,700,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,800,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,500,900,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,0.5556,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,540,100,,,45,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports melt pools reaching 400 um at 540 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,540,200,,,45,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports melt pools reaching 400 um at 540 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,540,300,,,45,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports melt pools reaching 400 um at 540 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,540,400,,,45,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports melt pools reaching 400 um at 540 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
Pure Cu (HCP Cu powder on Cu substrate),Laser Powder Bed Fusion (LPBF),Direct micro-calorimetry with single-track laser scans on bare Cu disc and 100 um Cu powder layer,540,500,,,45,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text reports melt pools reaching 400 um at 540 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bare_copper_disc,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,8960,384.6,399,1358,0.028,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,100,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,250,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,500,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,1000,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,100,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,250,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,500,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,1000,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,1500,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666667,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,100,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,150,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,250,,40,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,100,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,250,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
